param_perturbed_5_percent,Population_Dynamics1.Pop_65plus.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth1.Integrator1.y,Land_Fertility1.Yield_Tech_LYTD.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth3.Integrator1.y,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth3.Integrator1.y,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth1.Integrator1.y,Arable_Land_Dynamics1.Urban_Ind_Land.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth3.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth3.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth1.Integrator1.y,Population_Dynamics1.Pop_15_44.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth3.Integrator1.y,Pollution_Dynamics1.Pers_Pollution.Integrator1.y,Life_Expectancy1.Eff_Hlth_Serv_PC.Smooth_of_Input.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth2.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth2.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth2.Integrator1.y,Land_Fertility1.Land_Fertility.Integrator1.y,Food_Production1.Perc_Food_Ratio.Integrator1.y,Food_Production1.Agr_Inp.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth3.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth1.Integrator1.y,NR_Resource_Utilization1.NR_Resources.Integrator1.y,Arable_Land_Dynamics1.Arable_Land.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth2.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth1.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth3.Integrator1.y,Population_Dynamics1.Pop_0_14.Integrator1.y,Pollution_Dynamics1.PPoll_Tech_PTD.Integrator1.y,Labor_Utilization1.Labor_Util_Fr_Del.Integrator1.y,Industrial_Investment1.Industrial_Capital.Integrator1.y,Human_Fertility1.Avg_Ind_Out_PC.Smooth_of_Input.Integrator1.y,NR_Resource_Utilization1.Res_Tech_NRTD.Integrator1.y,Population_Dynamics1.Pop_45_64.Integrator1.y,Service_Sector_Investment1.Service_Capital.Integrator1.y,Arable_Land_Dynamics1.Pot_Arable_Land.Integrator1.y,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth2.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth1.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth1.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth2.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth2.Integrator1.y
service_capital_init,7004975.279930898,0.25239320404458826,0.0,0.04079011691419524,2.5249901022641585e-07,1.1254120114130401e-07,360037.64295543556,1.6626194844144055,0.23051854638645142,1.8761051976846426,13269703.69885416,2.5249901022641585e-07,10538350.20029057,0.22821753248208249,2.1114854723111914e-07,2.1114854723111914e-07,0.04488451423821415,1.717454193737361,0.006251713451111436,2348011906.13888,2.5249901022641585e-07,4009053.6425000965,3313220947.2997828,3690940.1611002134,0.24065830167399668,0.050615701194092366,3393520.063195753,7851998.746022209,0.0,0.002865195998243979,58413946354.55102,2.0014692577482913,0.0,7729058.680115306,27947622105.116463,6708103.636490788,2.1114854723111914e-07,1.1254120114130401e-07,1.1254120114130401e-07,3658511.8632018105,1.755590255353399
social_adj_del,1269733.0896267092,0.16207060535483997,0.0,0.043862377669039804,7.378389779950104e-07,2.817450075429547e-07,50905.52846728427,3.2003517911851085,0.15659381456535734,1.5239904038299632,11957556.300555816,7.378389779950104e-07,3191737.5925722406,0.13994244275540293,6.677809538121578e-07,6.677809538121578e-07,0.04592830417109371,0.6546429221640069,0.004086756870702718,858814637.1633555,7.378389779950104e-07,1173568.9845075873,801770794.9493825,1205290.944571145,0.15906862080382508,0.04859814134657872,1007658.3290571558,10526646.994265296,0.0,0.0014137480962129398,11057713241.8827,0.7056583567999487,0.0,3903558.641728484,6688867364.403001,954748.290047771,6.677809538121578e-07,2.817450075429547e-07,2.817450075429547e-07,1080660.9756360524,2.3908169672274173
social_discount,3641986.1360387267,0.11271518631025904,0.0,0.010448336001257944,3.333697615569497e-07,1.4769452105230212e-07,126233.82218052764,0.19081414094802251,0.10624402953788613,0.22668788293199407,5174134.809400238,3.333697615569497e-07,4112594.8499678806,0.030770100831936632,3.3410529776688e-07,3.3410529776688e-07,0.010934027526577714,1.2605486262382888,0.005318946009502597,1443456853.3868563,3.333697615569497e-07,1178909.9100736403,464238716.6216275,12889454.865866864,0.1091894071546612,0.011627141338664916,1115340.4246434243,2389995.8726206725,0.0,0.0027857253598941355,15998442721.70221,0.24299730149831247,0.0,3238386.843396734,3172480060.452172,10489301.120158369,3.3410529776688e-07,1.4769452105230212e-07,1.4769452105230212e-07,1142560.2164587933,0.2082865925573114
subsist_food_pc,33551061.018877927,0.8761069458852189,0.0,0.2695643750085289,4.970940781651432e-07,2.037760804912651e-07,1002775.3187966886,8.35212612820496,0.767201584126278,9.178945201355297,123164777.89871071,4.970940781651432e-07,44509883.347771965,1.6040012399854067,4.7774918513077e-07,4.7774918513077e-07,0.2858705991738992,6.884424997530521,0.03235593015199828,10153099664.235075,4.970940781651432e-07,16823623.618063867,13094974024.169727,8479761.767704891,0.8144124208836975,0.3087437314322446,14209626.587695189,87989901.97325175,0.0,0.024440186629427645,212147481242.9588,9.683613500520508,0.0,54938218.358323984,112137165607.63966,17103278.61459044,4.7774918513077e-07,2.037760804912651e-07,2.037760804912651e-07,15345663.688474398,8.70400234786501
t_air_poll_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_fcaor_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_fert_cont_eff_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_ind_equil_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_land_life_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_policy_year,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_pop_equil_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_zero_pop_grow_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tech_dev_del_TDD,2096.1900689926442,0.00013786657045037885,0.0,1.6253591923593974e-05,0.010756228281623826,0.0044977955078064355,164.78549939245525,0.0004577137224112771,0.00010827841723807964,0.0005184485348663372,5762.324327073857,0.010756228281623826,1559.2144310339033,4.9423153975198976e-05,0.00780353383952545,0.00780353383952545,1.825112337921513e-05,0.000537066644104368,4.473631366192466e-06,498217.40655104275,0.010756228281623826,642.9902606111273,564845.7917272289,6399.796385145056,0.00012003337906612844,2.1349519720121423e-05,485.3373304699041,5278.612329371049,0.0,2.3186074922564094e-06,13642342.177347835,0.0005474290662324432,0.0,2378.920051301703,5648088.220523274,1628.744720196382,0.00780353383952545,0.0044977955078064355,0.0044977955078064355,550.4998259392038,0.0004887286575311253
urb_ind_land_dev_time,94555.59973060637,0.0038209666645340015,0.0,0.0004987811379533397,2.432087479926525e-07,8.389121555952627e-08,437609.0343229288,0.015776254074423814,0.003348939668656815,0.018553462416112502,140196.19077416844,2.432087479926525e-07,101547.92220168661,0.001964682450180247,2.238478258477973e-07,2.238478258477973e-07,0.0005502036948903433,0.013408789947912518,0.00013055500128705044,25138611.57615271,2.432087479926525e-07,39561.50077535935,32747470.35081498,329246.69902588584,0.003566709719370281,0.0006224499108979778,32671.738478864947,66553.15737047645,0.0,6.062050547042792e-05,698550404.2676698,0.02016903255535142,0.0,85369.3350902312,267553423.6136107,71255.08371358212,2.238478258477973e-07,8.389121555952627e-08,8.389121555952627e-08,35624.42836543046,0.016993715754357742
urban_ind_land_init,136336.8035633062,0.004741568629940169,0.0,0.0007046713787362548,2.264816076048838e-07,1.1455338115997816e-07,68505.4489127708,0.02837855802835077,0.004295041819404715,0.03252716099873531,260929.8499635354,2.264816076048838e-07,182497.90225087942,0.003728038070839292,1.855631245766342e-07,1.855631245766342e-07,0.0007824039362000551,0.027627932960009184,0.00012453979677537694,41624638.1025013,2.264816076048838e-07,69806.62777597472,57218079.99300008,338014.1660801945,0.00451066976906477,0.0008903470701196327,58662.17391364655,149472.61361176503,0.0,0.00010861115070396274,1049414027.7158604,0.03494935958624568,0.0,148978.11511564837,480631585.1849039,53991.76252258275,1.855631245766342e-07,1.1455338115997816e-07,1.1455338115997816e-07,63452.442162934654,0.030191498431372765
yield_tech_init,2244.3623908469735,0.00011482248171915192,0.050124223793942956,1.1538069795179028e-05,2.1335502047825334e-10,4.745825005415166e-12,142.74616304401894,0.0003375076033823446,9.409399263856487e-05,0.00038872186624205516,5823.334014496143,2.1335502047825334e-10,750.5004522695058,5.747121065525318e-05,4.4502917203591585e-11,0.04772144451228802,1.2496174793262757e-05,0.0003454082453699678,2.44729635448639e-06,497927.68940350687,0.04665552862899395,417.35892477296204,388267.67428104754,2901.5604076447457,0.00010071197092415557,1.362993981688731e-05,257.7421055145646,6274.161698617933,0.0,2.7717771518200894e-06,5648940.8688769005,0.0004271191633255495,0.0,1421.9277238644063,3404963.4220430353,775.8303404887491,4.4502917203591585e-11,0.04880284043996151,4.745825005415166e-12,309.5685759427063,0.0003565680923519883
